Council Name,Council Type,Year,Month,ESB Connection
Cork,City Council,2006,Jan,39
Cork,City Council,2006,Feb,22
Cork,City Council,2006,Mar,93
Cork,City Council,2006,Apr,31
Cork,City Council,2006,May,162
Cork,City Council,2006,Jun,110
Cork,City Council,2006,Jul,57
Cork,City Council,2006,Aug,141
Cork,City Council,2006,Sept,96
Cork,City Council,2006,Oct,103
Cork,City Council,2006,Nov,108
Cork,City Council,2006,Dec,103
Dublin,City Council,2006,Jan,757
Dublin,City Council,2006,Feb,618
Dublin,City Council,2006,Mar,560
Dublin,City Council,2006,Apr,225
Dublin,City Council,2006,May,496
Dublin,City Council,2006,Jun,717
Dublin,City Council,2006,Jul,685
Dublin,City Council,2006,Aug,783
Dublin,City Council,2006,Sept,847
Dublin,City Council,2006,Oct,690
Dublin,City Council,2006,Nov,755
Dublin,City Council,2006,Dec,613
Galway,City Council,2006,Jan,68
Galway,City Council,2006,Feb,107
Galway,City Council,2006,Mar,57
Galway,City Council,2006,Apr,72
Galway,City Council,2006,May,199
Galway,City Council,2006,Jun,75
Galway,City Council,2006,Jul,48
Galway,City Council,2006,Aug,55
Galway,City Council,2006,Sept,229
Galway,City Council,2006,Oct,137
Galway,City Council,2006,Nov,142
Galway,City Council,2006,Dec,86
Limerick,City Council,2006,Jan,19
Limerick,City Council,2006,Feb,10
Limerick,City Council,2006,Mar,80
Limerick,City Council,2006,Apr,32
Limerick,City Council,2006,May,17
Limerick,City Council,2006,Jun,22
Limerick,City Council,2006,Jul,17
Limerick,City Council,2006,Aug,11
Limerick,City Council,2006,Sept,40
Limerick,City Council,2006,Oct,12
Limerick,City Council,2006,Nov,50
Limerick,City Council,2006,Dec,79
Waterford,City Council,2006,Jan,69
Waterford,City Council,2006,Feb,33
Waterford,City Council,2006,Mar,91
Waterford,City Council,2006,Apr,34
Waterford,City Council,2006,May,63
Waterford,City Council,2006,Jun,68
Waterford,City Council,2006,Jul,116
Waterford,City Council,2006,Aug,82
Waterford,City Council,2006,Sept,42
Waterford,City Council,2006,Oct,82
Waterford,City Council,2006,Nov,85
Waterford,City Council,2006,Dec,63
Carlow,County Council,2006,Jan,70
Carlow,County Council,2006,Feb,81
Carlow,County Council,2006,Mar,113
Carlow,County Council,2006,Apr,56
Carlow,County Council,2006,May,97
Carlow,County Council,2006,Jun,125
Carlow,County Council,2006,Jul,158
Carlow,County Council,2006,Aug,141
Carlow,County Council,2006,Sept,96
Carlow,County Council,2006,Oct,142
Carlow,County Council,2006,Nov,182
Carlow,County Council,2006,Dec,60
Cavan,County Council,2006,Jan,149
Cavan,County Council,2006,Feb,208
Cavan,County Council,2006,Mar,197
Cavan,County Council,2006,Apr,261
Cavan,County Council,2006,May,201
Cavan,County Council,2006,Jun,248
Cavan,County Council,2006,Jul,308
Cavan,County Council,2006,Aug,199
Cavan,County Council,2006,Sept,237
Cavan,County Council,2006,Oct,203
Cavan,County Council,2006,Nov,259
Cavan,County Council,2006,Dec,219
Clare,County Council,2006,Jan,171
Clare,County Council,2006,Feb,251
Clare,County Council,2006,Mar,264
Clare,County Council,2006,Apr,200
Clare,County Council,2006,May,242
Clare,County Council,2006,Jun,324
Clare,County Council,2006,Jul,195
Clare,County Council,2006,Aug,164
Clare,County Council,2006,Sept,155
Clare,County Council,2006,Oct,252
Clare,County Council,2006,Nov,296
Clare,County Council,2006,Dec,213
Cork,County Council,2006,Jan,588
Cork,County Council,2006,Feb,615
Cork,County Council,2006,Mar,676
Cork,County Council,2006,Apr,554
Cork,County Council,2006,May,702
Cork,County Council,2006,Jun,602
Cork,County Council,2006,Jul,702
Cork,County Council,2006,Aug,592
Cork,County Council,2006,Sept,630
Cork,County Council,2006,Oct,810
Cork,County Council,2006,Nov,900
Cork,County Council,2006,Dec,705
Donegal,County Council,2006,Jan,285
Donegal,County Council,2006,Feb,450
Donegal,County Council,2006,Mar,342
Donegal,County Council,2006,Apr,217
Donegal,County Council,2006,May,365
Donegal,County Council,2006,Jun,439
Donegal,County Council,2006,Jul,350
Donegal,County Council,2006,Aug,276
Donegal,County Council,2006,Sept,328
Donegal,County Council,2006,Oct,475
Donegal,County Council,2006,Nov,503
Donegal,County Council,2006,Dec,357
Dun Laoghaire,County Council,2006,Jan,241
Dun Laoghaire,County Council,2006,Feb,172
Dun Laoghaire,County Council,2006,Mar,260
Dun Laoghaire,County Council,2006,Apr,138
Dun Laoghaire,County Council,2006,May,251
Dun Laoghaire,County Council,2006,Jun,278
Dun Laoghaire,County Council,2006,Jul,134
Dun Laoghaire,County Council,2006,Aug,329
Dun Laoghaire,County Council,2006,Sept,155
Dun Laoghaire,County Council,2006,Oct,148
Dun Laoghaire,County Council,2006,Nov,162
Dun Laoghaire,County Council,2006,Dec,204
Fingal,County Council,2006,Jan,305
Fingal,County Council,2006,Feb,566
Fingal,County Council,2006,Mar,550
Fingal,County Council,2006,Apr,481
Fingal,County Council,2006,May,484
Fingal,County Council,2006,Jun,399
Fingal,County Council,2006,Jul,488
Fingal,County Council,2006,Aug,385
Fingal,County Council,2006,Sept,560
Fingal,County Council,2006,Oct,479
Fingal,County Council,2006,Nov,623
Fingal,County Council,2006,Dec,543
Galway,County Council,2006,Jan,324
Galway,County Council,2006,Feb,404
Galway,County Council,2006,Mar,400
Galway,County Council,2006,Apr,348
Galway,County Council,2006,May,307
Galway,County Council,2006,Jun,368
Galway,County Council,2006,Jul,470
Galway,County Council,2006,Aug,274
Galway,County Council,2006,Sept,380
Galway,County Council,2006,Oct,357
Galway,County Council,2006,Nov,437
Galway,County Council,2006,Dec,443
Kerry,County Council,2006,Jan,226
Kerry,County Council,2006,Feb,259
Kerry,County Council,2006,Mar,260
Kerry,County Council,2006,Apr,248
Kerry,County Council,2006,May,247
Kerry,County Council,2006,Jun,417
Kerry,County Council,2006,Jul,375
Kerry,County Council,2006,Aug,343
Kerry,County Council,2006,Sept,321
Kerry,County Council,2006,Oct,408
Kerry,County Council,2006,Nov,444
Kerry,County Council,2006,Dec,405
Kildare,County Council,2006,Jan,413
Kildare,County Council,2006,Feb,335
Kildare,County Council,2006,Mar,335
Kildare,County Council,2006,Apr,363
Kildare,County Council,2006,May,476
Kildare,County Council,2006,Jun,370
Kildare,County Council,2006,Jul,510
Kildare,County Council,2006,Aug,281
Kildare,County Council,2006,Sept,532
Kildare,County Council,2006,Oct,371
Kildare,County Council,2006,Nov,381
Kildare,County Council,2006,Dec,437
Kilkenny,County Council,2006,Jan,128
Kilkenny,County Council,2006,Feb,122
Kilkenny,County Council,2006,Mar,119
Kilkenny,County Council,2006,Apr,125
Kilkenny,County Council,2006,May,154
Kilkenny,County Council,2006,Jun,114
Kilkenny,County Council,2006,Jul,111
Kilkenny,County Council,2006,Aug,167
Kilkenny,County Council,2006,Sept,155
Kilkenny,County Council,2006,Oct,186
Kilkenny,County Council,2006,Nov,228
Kilkenny,County Council,2006,Dec,160
Laois,County Council,2006,Jan,234
Laois,County Council,2006,Feb,214
Laois,County Council,2006,Mar,111
Laois,County Council,2006,Apr,151
Laois,County Council,2006,May,169
Laois,County Council,2006,Jun,176
Laois,County Council,2006,Jul,168
Laois,County Council,2006,Aug,141
Laois,County Council,2006,Sept,184
Laois,County Council,2006,Oct,286
Laois,County Council,2006,Nov,224
Laois,County Council,2006,Dec,186
Leitrim,County Council,2006,Jan,153
Leitrim,County Council,2006,Feb,86
Leitrim,County Council,2006,Mar,160
Leitrim,County Council,2006,Apr,122
Leitrim,County Council,2006,May,99
Leitrim,County Council,2006,Jun,194
Leitrim,County Council,2006,Jul,130
Leitrim,County Council,2006,Aug,54
Leitrim,County Council,2006,Sept,140
Leitrim,County Council,2006,Oct,100
Leitrim,County Council,2006,Nov,222
Leitrim,County Council,2006,Dec,85
Limerick,County Council,2006,Jan,149
Limerick,County Council,2006,Feb,137
Limerick,County Council,2006,Mar,146
Limerick,County Council,2006,Apr,204
Limerick,County Council,2006,May,170
Limerick,County Council,2006,Jun,196
Limerick,County Council,2006,Jul,253
Limerick,County Council,2006,Aug,197
Limerick,County Council,2006,Sept,226
Limerick,County Council,2006,Oct,360
Limerick,County Council,2006,Nov,293
Limerick,County Council,2006,Dec,293
Longford,County Council,2006,Jan,89
Longford,County Council,2006,Feb,91
Longford,County Council,2006,Mar,83
Longford,County Council,2006,Apr,144
Longford,County Council,2006,May,90
Longford,County Council,2006,Jun,83
Longford,County Council,2006,Jul,85
Longford,County Council,2006,Aug,57
Longford,County Council,2006,Sept,96
Longford,County Council,2006,Oct,116
Longford,County Council,2006,Nov,169
Longford,County Council,2006,Dec,225
Louth,County Council,2006,Jan,117
Louth,County Council,2006,Feb,164
Louth,County Council,2006,Mar,131
Louth,County Council,2006,Apr,130
Louth,County Council,2006,May,233
Louth,County Council,2006,Jun,168
Louth,County Council,2006,Jul,279
Louth,County Council,2006,Aug,207
Louth,County Council,2006,Sept,179
Louth,County Council,2006,Oct,144
Louth,County Council,2006,Nov,227
Louth,County Council,2006,Dec,272
Mayo,County Council,2006,Jan,253
Mayo,County Council,2006,Feb,186
Mayo,County Council,2006,Mar,335
Mayo,County Council,2006,Apr,234
Mayo,County Council,2006,May,194
Mayo,County Council,2006,Jun,230
Mayo,County Council,2006,Jul,273
Mayo,County Council,2006,Aug,215
Mayo,County Council,2006,Sept,258
Mayo,County Council,2006,Oct,258
Mayo,County Council,2006,Nov,322
Mayo,County Council,2006,Dec,321
Meath,County Council,2006,Jan,313
Meath,County Council,2006,Feb,312
Meath,County Council,2006,Mar,286
Meath,County Council,2006,Apr,257
Meath,County Council,2006,May,414
Meath,County Council,2006,Jun,337
Meath,County Council,2006,Jul,311
Meath,County Council,2006,Aug,196
Meath,County Council,2006,Sept,308
Meath,County Council,2006,Oct,340
Meath,County Council,2006,Nov,348
Meath,County Council,2006,Dec,324
Monaghan,County Council,2006,Jan,107
Monaghan,County Council,2006,Feb,95
Monaghan,County Council,2006,Mar,129
Monaghan,County Council,2006,Apr,220
Monaghan,County Council,2006,May,103
Monaghan,County Council,2006,Jun,101
Monaghan,County Council,2006,Jul,75
Monaghan,County Council,2006,Aug,92
Monaghan,County Council,2006,Sept,128
Monaghan,County Council,2006,Oct,110
Monaghan,County Council,2006,Nov,103
Monaghan,County Council,2006,Dec,143
North Tipperary,County Council,2006,Jan,96
North Tipperary,County Council,2006,Feb,111
North Tipperary,County Council,2006,Mar,144
North Tipperary,County Council,2006,Apr,64
North Tipperary,County Council,2006,May,88
North Tipperary,County Council,2006,Jun,148
North Tipperary,County Council,2006,Jul,121
North Tipperary,County Council,2006,Aug,80
North Tipperary,County Council,2006,Sept,160
North Tipperary,County Council,2006,Oct,118
North Tipperary,County Council,2006,Nov,152
North Tipperary,County Council,2006,Dec,144
Offaly,County Council,2006,Jan,91
Offaly,County Council,2006,Feb,176
Offaly,County Council,2006,Mar,109
Offaly,County Council,2006,Apr,102
Offaly,County Council,2006,May,110
Offaly,County Council,2006,Jun,106
Offaly,County Council,2006,Jul,108
Offaly,County Council,2006,Aug,85
Offaly,County Council,2006,Sept,138
Offaly,County Council,2006,Oct,232
Offaly,County Council,2006,Nov,196
Offaly,County Council,2006,Dec,141
Roscommon,County Council,2006,Jan,162
Roscommon,County Council,2006,Feb,160
Roscommon,County Council,2006,Mar,237
Roscommon,County Council,2006,Apr,134
Roscommon,County Council,2006,May,195
Roscommon,County Council,2006,Jun,162
Roscommon,County Council,2006,Jul,144
Roscommon,County Council,2006,Aug,153
Roscommon,County Council,2006,Sept,134
Roscommon,County Council,2006,Oct,211
Roscommon,County Council,2006,Nov,232
Roscommon,County Council,2006,Dec,260
Sligo,County Council,2006,Jan,155
Sligo,County Council,2006,Feb,125
Sligo,County Council,2006,Mar,233
Sligo,County Council,2006,Apr,170
Sligo,County Council,2006,May,191
Sligo,County Council,2006,Jun,158
Sligo,County Council,2006,Jul,209
Sligo,County Council,2006,Aug,121
Sligo,County Council,2006,Sept,171
Sligo,County Council,2006,Oct,224
Sligo,County Council,2006,Nov,309
Sligo,County Council,2006,Dec,98
South Dublin,County Council,2006,Jan,562
South Dublin,County Council,2006,Feb,219
South Dublin,County Council,2006,Mar,317
South Dublin,County Council,2006,Apr,181
South Dublin,County Council,2006,May,271
South Dublin,County Council,2006,Jun,356
South Dublin,County Council,2006,Jul,158
South Dublin,County Council,2006,Aug,262
South Dublin,County Council,2006,Sept,167
South Dublin,County Council,2006,Oct,204
South Dublin,County Council,2006,Nov,451
South Dublin,County Council,2006,Dec,241
South Tipperary,County Council,2006,Jan,85
South Tipperary,County Council,2006,Feb,132
South Tipperary,County Council,2006,Mar,109
South Tipperary,County Council,2006,Apr,120
South Tipperary,County Council,2006,May,113
South Tipperary,County Council,2006,Jun,107
South Tipperary,County Council,2006,Jul,118
South Tipperary,County Council,2006,Aug,166
South Tipperary,County Council,2006,Sept,102
South Tipperary,County Council,2006,Oct,210
South Tipperary,County Council,2006,Nov,156
South Tipperary,County Council,2006,Dec,172
Waterford,County Council,2006,Jan,78
Waterford,County Council,2006,Feb,126
Waterford,County Council,2006,Mar,136
Waterford,County Council,2006,Apr,123
Waterford,County Council,2006,May,157
Waterford,County Council,2006,Jun,117
Waterford,County Council,2006,Jul,143
Waterford,County Council,2006,Aug,79
Waterford,County Council,2006,Sept,113
Waterford,County Council,2006,Oct,131
Waterford,County Council,2006,Nov,192
Waterford,County Council,2006,Dec,116
Westmeath,County Council,2006,Jan,132
Westmeath,County Council,2006,Feb,147
Westmeath,County Council,2006,Mar,140
Westmeath,County Council,2006,Apr,116
Westmeath,County Council,2006,May,147
Westmeath,County Council,2006,Jun,138
Westmeath,County Council,2006,Jul,120
Westmeath,County Council,2006,Aug,107
Westmeath,County Council,2006,Sept,96
Westmeath,County Council,2006,Oct,162
Westmeath,County Council,2006,Nov,220
Westmeath,County Council,2006,Dec,179
Wexford,County Council,2006,Jan,183
Wexford,County Council,2006,Feb,236
Wexford,County Council,2006,Mar,276
Wexford,County Council,2006,Apr,337
Wexford,County Council,2006,May,388
Wexford,County Council,2006,Jun,217
Wexford,County Council,2006,Jul,333
Wexford,County Council,2006,Aug,245
Wexford,County Council,2006,Sept,214
Wexford,County Council,2006,Oct,344
Wexford,County Council,2006,Nov,308
Wexford,County Council,2006,Dec,310
Wicklow,County Council,2006,Jan,213
Wicklow,County Council,2006,Feb,142
Wicklow,County Council,2006,Mar,179
Wicklow,County Council,2006,Apr,132
Wicklow,County Council,2006,May,182
Wicklow,County Council,2006,Jun,132
Wicklow,County Council,2006,Jul,101
Wicklow,County Council,2006,Aug,181
Wicklow,County Council,2006,Sept,140
Wicklow,County Council,2006,Oct,181
Wicklow,County Council,2006,Nov,220
Wicklow,County Council,2006,Dec,164
Cork,City Council,2007,Jan,83
Cork,City Council,2007,Feb,123
Cork,City Council,2007,Mar,168
Cork,City Council,2007,Apr,99
Cork,City Council,2007,May,87
Cork,City Council,2007,Jun,158
Cork,City Council,2007,Jul,85
Cork,City Council,2007,Aug,58
Cork,City Council,2007,Sept,76
Cork,City Council,2007,Oct,52
Cork,City Council,2007,Nov,62
Cork,City Council,2007,Dec,158
Dublin,City Council,2007,Jan,446
Dublin,City Council,2007,Feb,562
Dublin,City Council,2007,Mar,677
Dublin,City Council,2007,Apr,273
Dublin,City Council,2007,May,674
Dublin,City Council,2007,Jun,418
Dublin,City Council,2007,Jul,454
Dublin,City Council,2007,Aug,606
Dublin,City Council,2007,Sept,491
Dublin,City Council,2007,Oct,832
Dublin,City Council,2007,Nov,849
Dublin,City Council,2007,Dec,396
Galway,City Council,2007,Jan,23
Galway,City Council,2007,Feb,142
Galway,City Council,2007,Mar,73
Galway,City Council,2007,Apr,24
Galway,City Council,2007,May,39
Galway,City Council,2007,Jun,73
Galway,City Council,2007,Jul,91
Galway,City Council,2007,Aug,47
Galway,City Council,2007,Sept,31
Galway,City Council,2007,Oct,54
Galway,City Council,2007,Nov,54
Galway,City Council,2007,Dec,81
Limerick,City Council,2007,Jan,43
Limerick,City Council,2007,Feb,52
Limerick,City Council,2007,Mar,59
Limerick,City Council,2007,Apr,3
Limerick,City Council,2007,May,23
Limerick,City Council,2007,Jun,6
Limerick,City Council,2007,Jul,37
Limerick,City Council,2007,Aug,11
Limerick,City Council,2007,Sept,5
Limerick,City Council,2007,Oct,44
Limerick,City Council,2007,Nov,46
Limerick,City Council,2007,Dec,5
Waterford,City Council,2007,Jan,17
Waterford,City Council,2007,Feb,79
Waterford,City Council,2007,Mar,13
Waterford,City Council,2007,Apr,18
Waterford,City Council,2007,May,12
Waterford,City Council,2007,Jun,59
Waterford,City Council,2007,Jul,55
Waterford,City Council,2007,Aug,50
Waterford,City Council,2007,Sept,15
Waterford,City Council,2007,Oct,16
Waterford,City Council,2007,Nov,17
Waterford,City Council,2007,Dec,89
Carlow,County Council,2007,Jan,52
Carlow,County Council,2007,Feb,142
Carlow,County Council,2007,Mar,126
Carlow,County Council,2007,Apr,101
Carlow,County Council,2007,May,176
Carlow,County Council,2007,Jun,97
Carlow,County Council,2007,Jul,89
Carlow,County Council,2007,Aug,61
Carlow,County Council,2007,Sept,72
Carlow,County Council,2007,Oct,59
Carlow,County Council,2007,Nov,62
Carlow,County Council,2007,Dec,106
Cavan,County Council,2007,Jan,176
Cavan,County Council,2007,Feb,118
Cavan,County Council,2007,Mar,170
Cavan,County Council,2007,Apr,142
Cavan,County Council,2007,May,260
Cavan,County Council,2007,Jun,153
Cavan,County Council,2007,Jul,86
Cavan,County Council,2007,Aug,227
Cavan,County Council,2007,Sept,214
Cavan,County Council,2007,Oct,162
Cavan,County Council,2007,Nov,181
Cavan,County Council,2007,Dec,219
Clare,County Council,2007,Jan,122
Clare,County Council,2007,Feb,237
Clare,County Council,2007,Mar,197
Clare,County Council,2007,Apr,192
Clare,County Council,2007,May,188
Clare,County Council,2007,Jun,159
Clare,County Council,2007,Jul,163
Clare,County Council,2007,Aug,151
Clare,County Council,2007,Sept,161
Clare,County Council,2007,Oct,255
Clare,County Council,2007,Nov,258
Clare,County Council,2007,Dec,203
Cork,County Council,2007,Jan,573
Cork,County Council,2007,Feb,646
Cork,County Council,2007,Mar,800
Cork,County Council,2007,Apr,597
Cork,County Council,2007,May,654
Cork,County Council,2007,Jun,576
Cork,County Council,2007,Jul,416
Cork,County Council,2007,Aug,550
Cork,County Council,2007,Sept,550
Cork,County Council,2007,Oct,731
Cork,County Council,2007,Nov,756
Cork,County Council,2007,Dec,628
Donegal,County Council,2007,Jan,344
Donegal,County Council,2007,Feb,370
Donegal,County Council,2007,Mar,321
Donegal,County Council,2007,Apr,380
Donegal,County Council,2007,May,295
Donegal,County Council,2007,Jun,400
Donegal,County Council,2007,Jul,264
Donegal,County Council,2007,Aug,284
Donegal,County Council,2007,Sept,423
Donegal,County Council,2007,Oct,358
Donegal,County Council,2007,Nov,372
Donegal,County Council,2007,Dec,353
Dun Laoghaire,County Council,2007,Jan,217
Dun Laoghaire,County Council,2007,Feb,257
Dun Laoghaire,County Council,2007,Mar,100
Dun Laoghaire,County Council,2007,Apr,204
Dun Laoghaire,County Council,2007,May,221
Dun Laoghaire,County Council,2007,Jun,273
Dun Laoghaire,County Council,2007,Jul,204
Dun Laoghaire,County Council,2007,Aug,269
Dun Laoghaire,County Council,2007,Sept,422
Dun Laoghaire,County Council,2007,Oct,282
Dun Laoghaire,County Council,2007,Nov,291
Dun Laoghaire,County Council,2007,Dec,312
Fingal,County Council,2007,Jan,311
Fingal,County Council,2007,Feb,450
Fingal,County Council,2007,Mar,541
Fingal,County Council,2007,Apr,449
Fingal,County Council,2007,May,351
Fingal,County Council,2007,Jun,446
Fingal,County Council,2007,Jul,345
Fingal,County Council,2007,Aug,329
Fingal,County Council,2007,Sept,419
Fingal,County Council,2007,Oct,414
Fingal,County Council,2007,Nov,426
Fingal,County Council,2007,Dec,244
Galway,County Council,2007,Jan,427
Galway,County Council,2007,Feb,359
Galway,County Council,2007,Mar,332
Galway,County Council,2007,Apr,264
Galway,County Council,2007,May,325
Galway,County Council,2007,Jun,272
Galway,County Council,2007,Jul,223
Galway,County Council,2007,Aug,223
Galway,County Council,2007,Sept,243
Galway,County Council,2007,Oct,430
Galway,County Council,2007,Nov,457
Galway,County Council,2007,Dec,294
Kerry,County Council,2007,Jan,172
Kerry,County Council,2007,Feb,255
Kerry,County Council,2007,Mar,243
Kerry,County Council,2007,Apr,249
Kerry,County Council,2007,May,257
Kerry,County Council,2007,Jun,209
Kerry,County Council,2007,Jul,180
Kerry,County Council,2007,Aug,262
Kerry,County Council,2007,Sept,206
Kerry,County Council,2007,Oct,187
Kerry,County Council,2007,Nov,193
Kerry,County Council,2007,Dec,265
Kildare,County Council,2007,Jan,225
Kildare,County Council,2007,Feb,294
Kildare,County Council,2007,Mar,285
Kildare,County Council,2007,Apr,305
Kildare,County Council,2007,May,277
Kildare,County Council,2007,Jun,217
Kildare,County Council,2007,Jul,221
Kildare,County Council,2007,Aug,194
Kildare,County Council,2007,Sept,296
Kildare,County Council,2007,Oct,315
Kildare,County Council,2007,Nov,322
Kildare,County Council,2007,Dec,167
Kilkenny,County Council,2007,Jan,129
Kilkenny,County Council,2007,Feb,150
Kilkenny,County Council,2007,Mar,175
Kilkenny,County Council,2007,Apr,121
Kilkenny,County Council,2007,May,111
Kilkenny,County Council,2007,Jun,77
Kilkenny,County Council,2007,Jul,124
Kilkenny,County Council,2007,Aug,144
Kilkenny,County Council,2007,Sept,76
Kilkenny,County Council,2007,Oct,124
Kilkenny,County Council,2007,Nov,132
Kilkenny,County Council,2007,Dec,181
Laois,County Council,2007,Jan,213
Laois,County Council,2007,Feb,192
Laois,County Council,2007,Mar,225
Laois,County Council,2007,Apr,157
Laois,County Council,2007,May,209
Laois,County Council,2007,Jun,133
Laois,County Council,2007,Jul,141
Laois,County Council,2007,Aug,137
Laois,County Council,2007,Sept,136
Laois,County Council,2007,Oct,214
Laois,County Council,2007,Nov,217
Laois,County Council,2007,Dec,203
Leitrim,County Council,2007,Jan,105
Leitrim,County Council,2007,Feb,97
Leitrim,County Council,2007,Mar,76
Leitrim,County Council,2007,Apr,118
Leitrim,County Council,2007,May,60
Leitrim,County Council,2007,Jun,86
Leitrim,County Council,2007,Jul,71
Leitrim,County Council,2007,Aug,91
Leitrim,County Council,2007,Sept,73
Leitrim,County Council,2007,Oct,64
Leitrim,County Council,2007,Nov,69
Leitrim,County Council,2007,Dec,65
Limerick,County Council,2007,Jan,166
Limerick,County Council,2007,Feb,211
Limerick,County Council,2007,Mar,222
Limerick,County Council,2007,Apr,122
Limerick,County Council,2007,May,258
Limerick,County Council,2007,Jun,179
Limerick,County Council,2007,Jul,102
Limerick,County Council,2007,Aug,165
Limerick,County Council,2007,Sept,146
Limerick,County Council,2007,Oct,267
Limerick,County Council,2007,Nov,277
Limerick,County Council,2007,Dec,327
Longford,County Council,2007,Jan,96
Longford,County Council,2007,Feb,201
Longford,County Council,2007,Mar,109
Longford,County Council,2007,Apr,136
Longford,County Council,2007,May,142
Longford,County Council,2007,Jun,97
Longford,County Council,2007,Jul,148
Longford,County Council,2007,Aug,65
Longford,County Council,2007,Sept,126
Longford,County Council,2007,Oct,167
Longford,County Council,2007,Nov,172
Longford,County Council,2007,Dec,120
Louth,County Council,2007,Jan,128
Louth,County Council,2007,Feb,139
Louth,County Council,2007,Mar,154
Louth,County Council,2007,Apr,99
Louth,County Council,2007,May,93
Louth,County Council,2007,Jun,110
Louth,County Council,2007,Jul,99
Louth,County Council,2007,Aug,151
Louth,County Council,2007,Sept,173
Louth,County Council,2007,Oct,180
Louth,County Council,2007,Nov,188
Louth,County Council,2007,Dec,140
Mayo,County Council,2007,Jan,221
Mayo,County Council,2007,Feb,230
Mayo,County Council,2007,Mar,235
Mayo,County Council,2007,Apr,190
Mayo,County Council,2007,May,144
Mayo,County Council,2007,Jun,230
Mayo,County Council,2007,Jul,154
Mayo,County Council,2007,Aug,170
Mayo,County Council,2007,Sept,161
Mayo,County Council,2007,Oct,231
Mayo,County Council,2007,Nov,244
Mayo,County Council,2007,Dec,232
Meath,County Council,2007,Jan,162
Meath,County Council,2007,Feb,196
Meath,County Council,2007,Mar,285
Meath,County Council,2007,Apr,287
Meath,County Council,2007,May,226
Meath,County Council,2007,Jun,265
Meath,County Council,2007,Jul,155
Meath,County Council,2007,Aug,180
Meath,County Council,2007,Sept,144
Meath,County Council,2007,Oct,168
Meath,County Council,2007,Nov,196
Meath,County Council,2007,Dec,163
Monaghan,County Council,2007,Jan,47
Monaghan,County Council,2007,Feb,104
Monaghan,County Council,2007,Mar,94
Monaghan,County Council,2007,Apr,49
Monaghan,County Council,2007,May,95
Monaghan,County Council,2007,Jun,127
Monaghan,County Council,2007,Jul,57
Monaghan,County Council,2007,Aug,95
Monaghan,County Council,2007,Sept,129
Monaghan,County Council,2007,Oct,83
Monaghan,County Council,2007,Nov,84
Monaghan,County Council,2007,Dec,78
North Tipperary,County Council,2007,Jan,90
North Tipperary,County Council,2007,Feb,85
North Tipperary,County Council,2007,Mar,87
North Tipperary,County Council,2007,Apr,70
North Tipperary,County Council,2007,May,101
North Tipperary,County Council,2007,Jun,85
North Tipperary,County Council,2007,Jul,54
North Tipperary,County Council,2007,Aug,95
North Tipperary,County Council,2007,Sept,101
North Tipperary,County Council,2007,Oct,77
North Tipperary,County Council,2007,Nov,80
North Tipperary,County Council,2007,Dec,116
Offaly,County Council,2007,Jan,84
Offaly,County Council,2007,Feb,115
Offaly,County Council,2007,Mar,92
Offaly,County Council,2007,Apr,77
Offaly,County Council,2007,May,86
Offaly,County Council,2007,Jun,111
Offaly,County Council,2007,Jul,79
Offaly,County Council,2007,Aug,120
Offaly,County Council,2007,Sept,119
Offaly,County Council,2007,Oct,100
Offaly,County Council,2007,Nov,101
Offaly,County Council,2007,Dec,133
Roscommon,County Council,2007,Jan,113
Roscommon,County Council,2007,Feb,96
Roscommon,County Council,2007,Mar,119
Roscommon,County Council,2007,Apr,137
Roscommon,County Council,2007,May,128
Roscommon,County Council,2007,Jun,134
Roscommon,County Council,2007,Jul,76
Roscommon,County Council,2007,Aug,116
Roscommon,County Council,2007,Sept,140
Roscommon,County Council,2007,Oct,139
Roscommon,County Council,2007,Nov,145
Roscommon,County Council,2007,Dec,81
Sligo,County Council,2007,Jan,129
Sligo,County Council,2007,Feb,80
Sligo,County Council,2007,Mar,136
Sligo,County Council,2007,Apr,153
Sligo,County Council,2007,May,96
Sligo,County Council,2007,Jun,74
Sligo,County Council,2007,Jul,66
Sligo,County Council,2007,Aug,72
Sligo,County Council,2007,Sept,101
Sligo,County Council,2007,Oct,120
Sligo,County Council,2007,Nov,126
Sligo,County Council,2007,Dec,116
South Dublin,County Council,2007,Jan,160
South Dublin,County Council,2007,Feb,393
South Dublin,County Council,2007,Mar,272
South Dublin,County Council,2007,Apr,277
South Dublin,County Council,2007,May,416
South Dublin,County Council,2007,Jun,147
South Dublin,County Council,2007,Jul,377
South Dublin,County Council,2007,Aug,196
South Dublin,County Council,2007,Sept,310
South Dublin,County Council,2007,Oct,222
South Dublin,County Council,2007,Nov,230
South Dublin,County Council,2007,Dec,270
South Tipperary,County Council,2007,Jan,110
South Tipperary,County Council,2007,Feb,126
South Tipperary,County Council,2007,Mar,145
South Tipperary,County Council,2007,Apr,129
South Tipperary,County Council,2007,May,65
South Tipperary,County Council,2007,Jun,80
South Tipperary,County Council,2007,Jul,64
South Tipperary,County Council,2007,Aug,63
South Tipperary,County Council,2007,Sept,93
South Tipperary,County Council,2007,Oct,162
South Tipperary,County Council,2007,Nov,170
South Tipperary,County Council,2007,Dec,83
Waterford,County Council,2007,Jan,60
Waterford,County Council,2007,Feb,119
Waterford,County Council,2007,Mar,93
Waterford,County Council,2007,Apr,57
Waterford,County Council,2007,May,99
Waterford,County Council,2007,Jun,87
